Sequence Name	Annotation GO ID
TU23938	GO:0005515,GO:0005737,GO:0008270,GO:0016010,GO:0016043,GO:0042383,GO:0045202,GO:0046716,GO:0050804
TU23937	GO:0005737,GO:0016043
TU23940	GO:0005634
TU23941	
TU23943	GO:0004497,GO:0005777,GO:0008218
TU23945	GO:0004497,GO:0005777,GO:0008218
TU23944	GO:0004497,GO:0005777,GO:0008218
TU23946	GO:0004497,GO:0005777,GO:0008218
TU23942	GO:0004497,GO:0005777,GO:0008218
TU23947	
TU23953	GO:0005506,GO:0005777,GO:0016491,GO:0051537,GO:0071949
TU23954	GO:0005506,GO:0016491,GO:0050660,GO:0051536
TU23952	GO:0005506,GO:0016491,GO:0050660,GO:0051536
TU23950	GO:0005506,GO:0016491,GO:0051536,GO:0071949
TU23955	GO:0005506,GO:0016491,GO:0071949
TU23949	
TU23948	
TU23951	GO:0005506,GO:0016491,GO:0051536,GO:0071949
TU23956	GO:0005515
TU23961	
TU23960	
TU23962	
TU23957	
TU23959	
TU23958	
TU23963	
TU23964	
TU23965	GO:0043565
TU23966	GO:0043565
TU23974	
TU23973	GO:0016021
TU23968	GO:0016020
TU23969	GO:0004803,GO:0006313,GO:0016021
TU23967	GO:0004803,GO:0006313,GO:0016021
TU23971	
TU23972	GO:0003824
TU23970	
TU23975	
TU23976	
TU23978	
TU23979	
TU23980	
TU23977	
TU23981	
TU23984	
TU23983	
TU23982	
TU23985	GO:0003700,GO:0006357,GO:0046983
TU23986	
TU23987	
TU23988	
TU23989	
TU23990	
TU23991	GO:0006629,GO:0016788
TU23992	GO:0006629,GO:0016788
TU23993	GO:0006629,GO:0016788
TU23994	GO:0016042,GO:0016788
TU23995	GO:0016021
TU23996	GO:0016042,GO:0016788
TU23997	GO:0005509,GO:0009653,GO:0030154,GO:0071840
TU23998	GO:0003676
TU24000	
TU24001	
TU23999	GO:0003676
TU24002	GO:0005509,GO:0005615,GO:0005654,GO:0005737,GO:0005856,GO:0016010,GO:0016021,GO:0045211
TU24003	GO:0005509,GO:0005615,GO:0005654,GO:0005737,GO:0005856,GO:0016010,GO:0016021,GO:0045211
TU24004	GO:0005509,GO:0005615,GO:0005654,GO:0005737,GO:0005856,GO:0016010,GO:0016021,GO:0045211
TU24006	GO:0046872
TU24005	GO:0046872
TU24007	GO:0035556
TU24008	GO:0005615
TU24009	GO:0005615
TU24011	
TU24010	
TU24012	GO:0007165,GO:0060090
TU24015	GO:0007165,GO:0060090
TU24017	GO:0007165,GO:0060090
TU24019	GO:0007165,GO:0060090
TU24016	GO:0007165,GO:0060090
TU24021	GO:0003676,GO:0003700,GO:0006355,GO:0008168,GO:0032259
TU24022	GO:0003676,GO:0003700,GO:0006355,GO:0008168,GO:0032259
TU24013	GO:0007165,GO:0060090
TU24018	GO:0007165,GO:0060090
TU24020	GO:0007165,GO:0060090
TU24014	GO:0007165,GO:0060090
TU24025	GO:0003873,GO:0004331,GO:0005524,GO:0006000,GO:0006003,GO:0016311,GO:0046835
TU24023	
TU24024	
TU24026	GO:0005524,GO:0005634,GO:0006281,GO:0031297,GO:0036310,GO:0140658
TU24027	GO:0005524,GO:0005634,GO:0006281,GO:0031297,GO:0036310,GO:0140658
TU24028	
TU24029	GO:0005737,GO:0008270,GO:0019284,GO:0019509,GO:0046570
TU24030	GO:0016021
TU24031	
TU24033	
TU24032	
TU24035	
TU24034	
TU24036	
TU24037	
TU24038	
TU24040	
TU24041	
TU24039	
TU24043	GO:0004573,GO:0009311,GO:0016021
TU24046	GO:0004573,GO:0009311,GO:0016021
TU24049	GO:0005524,GO:0019206
TU24050	
TU24047	GO:0004573,GO:0009311,GO:0016021
TU24048	
TU24042	GO:0004573,GO:0009311,GO:0016021
TU24044	GO:0004573,GO:0009311,GO:0016021
TU24045	GO:0004573,GO:0009311,GO:0016021
TU24051	GO:0004089,GO:0008270
TU24052	GO:0004089,GO:0008270
TU24053	
TU24055	
TU24054	
TU24056	GO:0005515
TU24057	
TU24058	
TU24061	
TU24059	
TU24060	
TU24062	GO:0003676
TU24064	
TU24063	
TU24065	
TU24066	GO:0005525,GO:0005743
TU24067	GO:0004842,GO:0006974,GO:0008483,GO:0016567,GO:0031146,GO:0031625,GO:0080008
TU24068	GO:0004842,GO:0006974,GO:0009448,GO:0016567,GO:0030170,GO:0031146,GO:0031625,GO:0034386,GO:0042135,GO:0047298,GO:0080008
TU24069	GO:0003676,GO:0003724,GO:0005524,GO:0016887,GO:0043229
TU24070	GO:0003676,GO:0003724,GO:0005524,GO:0016887,GO:0043229
TU24071	GO:0003676,GO:0003724,GO:0005524,GO:0016887,GO:0043229
TU24074	GO:0005634
TU24076	GO:0005634
TU24081	GO:0005634
TU24083	GO:0005634
TU24084	GO:0005634,GO:0008270,GO:0016788
TU24075	GO:0004843,GO:0006511,GO:0016579
TU24073	GO:0005634
TU24079	GO:0005634
TU24085	
TU24078	GO:0005634,GO:0016787,GO:0046872
TU24080	GO:0004843,GO:0006511,GO:0016579
TU24072	GO:0004843,GO:0006511,GO:0016579
TU24077	GO:0004843,GO:0006511,GO:0016579
TU24082	GO:0004843,GO:0006511,GO:0016579
TU24086	
TU24087	GO:0004843,GO:0016579
TU24089	
TU24088	GO:0016740
TU24091	GO:0003839
TU24090	
TU24092	
TU24096	GO:0004161,GO:0008299
TU24098	GO:0008299,GO:0016765
TU24097	GO:0008299,GO:0016765
TU24094	GO:0007165
TU24095	GO:0007165
TU24093	GO:0007165
TU24099	
TU24100	GO:0005751,GO:0006123,GO:0046872
TU24101	
TU24102	
TU24103	
TU24104	
TU24105	
TU24106	GO:0005267,GO:0016021,GO:0071805
TU24107	GO:0005267,GO:0016021,GO:0071805
TU24109	
TU24108	
TU24110	GO:0005743
TU24111	GO:0004672,GO:0005524,GO:0006468
TU24113	GO:0016020
TU24112	GO:0016020
TU24114	GO:0003779,GO:0005856,GO:0030837
TU24120	GO:0016020
TU24115	GO:0005524
TU24117	GO:0005524
TU24119	GO:0005524
TU24118	GO:0005524
TU24116	GO:0005524
TU24121	
TU24122	GO:0003676
TU24123	
TU24124	
TU24126	
TU24127	GO:0006816,GO:0015297,GO:0016021,GO:0055085
TU24129	
TU24125	
TU24130	
TU24128	GO:0006816,GO:0015297,GO:0016021,GO:0055085
TU24133	GO:0016020
TU24131	GO:0004812,GO:0005524,GO:0006418
TU24132	
TU24136	GO:0006508,GO:0008236,GO:0008239
TU24134	GO:0005622,GO:0097428
TU24135	GO:0009987,GO:0043229,GO:0097428
TU24141	GO:0003723
TU24138	GO:0003723
TU24142	
TU24140	
TU24139	
TU24137	
TU24143	GO:0003723
TU24144	GO:0003723
TU24145	
TU24146	
TU24147	GO:0003677
TU24148	GO:0004497,GO:0005506,GO:0016705,GO:0020037
TU24150	
TU24149	
TU24151	
TU24152	
TU24153	
TU24154	GO:0001534,GO:0060271,GO:0060294
TU24155	
TU24157	
TU24156	
TU24158	GO:0005524,GO:0005737,GO:0005874,GO:0007018,GO:0008569,GO:0030286,GO:0045505,GO:0051959,GO:0097729
TU24159	GO:0005524,GO:0005737,GO:0005874,GO:0007018,GO:0008569,GO:0030286,GO:0045505,GO:0051959,GO:0097729
TU24161	GO:0005524,GO:0005737,GO:0005874,GO:0007018,GO:0008569,GO:0030286,GO:0045505,GO:0051959,GO:0097729
TU24160	GO:0005524,GO:0005737,GO:0005874,GO:0007018,GO:0008569,GO:0030286,GO:0045505,GO:0051959,GO:0097729
TU24162	
TU24163	GO:0004843,GO:0006511
TU24165	
TU24164	
TU24167	GO:0003676
TU24166	GO:0003676
TU24168	
TU24169	GO:0003774,GO:0005524,GO:0016459
TU24170	
TU24172	GO:0000900,GO:0003730,GO:0005634,GO:0005737,GO:0008135,GO:0043005,GO:0043022,GO:0045202,GO:1990124,GO:2000766
TU24171	
TU24175	GO:0016671
TU24177	GO:0016671
TU24176	GO:0016671
TU24178	GO:0016671
TU24174	GO:0002009,GO:0004712,GO:0004715,GO:0005524,GO:0016043,GO:0018108,GO:0048468,GO:0065008
TU24173	GO:0000166,GO:0004713,GO:0006468,GO:0009653,GO:0048468
TU24181	GO:0003723,GO:0016021
TU24182	
TU24180	GO:0001522,GO:0003723,GO:0009982
TU24183	
TU24179	GO:0001522,GO:0003723,GO:0009982
TU24184	
TU24188	GO:0003676
TU24186	
TU24185	
TU24187	
TU24189	GO:0006211,GO:0070579,GO:0080111
TU24190	GO:0006211,GO:0070579,GO:0080111
TU24191	GO:0006211,GO:0070579,GO:0080111
TU24192	GO:0006211,GO:0070579,GO:0080111
TU24193	
TU24194	
TU24201	GO:0003723,GO:0004842,GO:0030014,GO:0046872
TU24198	GO:0003723,GO:0004842,GO:0016567,GO:0030014,GO:0046872
TU24199	GO:0003723,GO:0004842,GO:0030014,GO:0046872
TU24200	GO:0003723,GO:0004842,GO:0030014,GO:0046872
TU24195	
TU24197	
TU24196	
TU24203	GO:0006829,GO:0016021,GO:0046873,GO:0055085
TU24204	GO:0006829,GO:0016021,GO:0046873,GO:0055085
TU24202	GO:0006829,GO:0016021,GO:0046873,GO:0055085
TU24205	GO:0006829,GO:0016021,GO:0046873,GO:0055085
TU24207	
TU24206	
TU24208	GO:0016021,GO:0022857,GO:0055085
TU24209	GO:0003964,GO:0006278
TU24215	GO:0009887,GO:0009888,GO:0016021,GO:0030154,GO:0071840
TU24210	
TU24211	
TU24212	
TU24213	
TU24214	GO:0009653,GO:0016021,GO:0030154,GO:0071840
TU24216	
TU24220	GO:0003700,GO:0005634,GO:0005667,GO:0005737,GO:0045944,GO:0046983
TU24219	GO:0003700,GO:0005634,GO:0005667,GO:0005737,GO:0045944,GO:0046983
TU24218	GO:0003700,GO:0005634,GO:0005667,GO:0005737,GO:0045944,GO:0046983
TU24217	GO:0003700,GO:0005634,GO:0005667,GO:0005737,GO:0045944,GO:0046983
TU24221	
TU24222	
TU24224	
TU24223	
TU24225	
TU24226	GO:0003677,GO:0046872
TU24227	
TU24228	GO:0005737,GO:0016021,GO:0016043,GO:0030246,GO:0031090,GO:0043231
TU24229	GO:0005737,GO:0016021,GO:0016043,GO:0030246,GO:0031090,GO:0043231
TU24232	
TU24233	
TU24234	
TU24231	GO:0004692,GO:0005524,GO:0006468
TU24230	GO:0004692,GO:0005524,GO:0006468
TU24239	GO:0003860,GO:0009083
TU24237	GO:0004692,GO:0005524,GO:0006468
TU24238	
TU24236	GO:0004674,GO:0016310,GO:0032555,GO:0043168
TU24235	GO:0004692,GO:0004712,GO:0005524,GO:0006468,GO:0030553,GO:0106310
TU24240	GO:0007155,GO:0016020
TU24241	GO:0046872
TU24242	
TU24243	
TU24244	
TU24245	
TU24246	
TU24247	GO:0007283
TU24248	GO:0000139,GO:0006486,GO:0016021,GO:0016757,GO:0030246
TU24249	GO:0000139,GO:0006486,GO:0016021,GO:0016757,GO:0030246
TU24250	GO:0000139,GO:0006486,GO:0016021,GO:0016757,GO:0030246
TU24252	GO:0005576,GO:0008061
TU24251	GO:0005576,GO:0008061
TU24253	GO:0016020,GO:0022857,GO:0055085
TU24254	GO:0016020,GO:0022857,GO:0055085
TU24255	GO:0016020,GO:0022857,GO:0055085
TU24260	GO:0016020,GO:0022857,GO:0055085
TU24256	GO:0016020,GO:0022857,GO:0055085
TU24259	GO:0006857,GO:0016021,GO:0022857,GO:0055085
TU24257	GO:0016020,GO:0022857,GO:0055085
TU24258	
TU24261	GO:0016020,GO:0022857,GO:0055085
TU24262	
TU24263	
TU24264	
TU24269	GO:0004222,GO:0005576,GO:0006508,GO:0030198,GO:0031012
TU24265	GO:0005886,GO:0007165,GO:0016021,GO:0050909
TU24267	GO:0005886,GO:0007165,GO:0016021,GO:0050909
TU24268	GO:0005886,GO:0007165,GO:0016021,GO:0050909
TU24266	GO:0005886,GO:0007165,GO:0016021,GO:0050909
TU24270	GO:0000977,GO:0045944,GO:0046983
TU24271	GO:0000977,GO:0045944,GO:0046983
TU24274	GO:0000977,GO:0045944,GO:0046983
TU24275	GO:0000977,GO:0045944,GO:0046983
TU24272	GO:0000977,GO:0045944,GO:0046983
TU24273	GO:0000977,GO:0045944,GO:0046983
TU24276	
TU24277	GO:0005515
TU24278	
TU24279	
TU24280	
TU24281	
TU24282	
TU24283	
TU24284	
TU24285	
TU24286	
TU24289	
TU24287	
TU24288	
TU24290	
TU24291	GO:0005509,GO:0005576
TU24292	GO:0005509,GO:0005576
TU24293	GO:0005525,GO:0005730,GO:0042254
TU24294	
TU24295	
TU24296	
TU24297	GO:0005813,GO:0008017,GO:0034453
TU24298	GO:0005813,GO:0008017,GO:0034453
TU24299	
TU24300	GO:0005515
TU24301	GO:0003676,GO:0008270
TU24302	GO:0000184,GO:0003723,GO:0005515,GO:0005737
TU24303	GO:0000387,GO:0005829,GO:0005886,GO:0006821,GO:0006884,GO:0034709,GO:0034715
TU24304	GO:0005634,GO:0006366,GO:0046982
TU24305	GO:0003676
TU24306	
TU24307	
TU24309	GO:0003714,GO:0005634,GO:0016616,GO:0045892,GO:0051287
TU24310	GO:0003714,GO:0016616,GO:0051287
TU24311	GO:0003714,GO:0016616,GO:0051287
TU24312	GO:0003714,GO:0016616,GO:0051287
TU24313	GO:0003714,GO:0005634,GO:0016616,GO:0045892,GO:0051287
TU24314	GO:0003714,GO:0016616,GO:0051287
TU24315	GO:0003714,GO:0016616,GO:0051287
TU24316	GO:0003714,GO:0016616,GO:0051287
TU24308	
TU24317	
TU24318	
TU24319	
TU24320	
TU24321	
TU24322	GO:0005515
TU24324	
TU24325	
TU24323	
TU24326	
TU24327	
TU24329	GO:0003676
TU24328	
TU24330	GO:0005515
TU24331	
TU24333	
TU24332	
TU24334	GO:0004497,GO:0005506,GO:0016705,GO:0020037
TU24337	
TU24338	
TU24336	
TU24335	
TU24339	
TU24341	
TU24344	GO:0005739,GO:0005794,GO:0016021
TU24345	GO:0005739,GO:0005794,GO:0016021
TU24340	GO:0000447,GO:0005730,GO:0030686
TU24347	
TU24355	
TU24356	
TU24346	
TU24348	
TU24350	
TU24351	
TU24349	
TU24353	
TU24354	
TU24352	
TU24357	
TU24366	
TU24364	
TU24365	
TU24358	
TU24362	
TU24360	
TU24361	
TU24363	
TU24342	
TU24343	
TU24359	
TU24368	
TU24369	
TU24370	GO:0016787
TU24372	
TU24371	GO:0016787
TU24367	GO:0016787
TU24373	GO:0004066,GO:0006529
TU24374	GO:0005789,GO:0006886,GO:0008270,GO:0030127,GO:0090114
TU24375	GO:0005789,GO:0006886,GO:0008270,GO:0030127,GO:0090114
TU24376	GO:0005789,GO:0006886,GO:0008270,GO:0030127,GO:0090114
TU24377	GO:0005789,GO:0006886,GO:0008270,GO:0030127,GO:0090114
TU24378	
TU24380	GO:0000126,GO:0000995,GO:0006383,GO:0017025,GO:0070897
TU24379	GO:0005524,GO:0016226,GO:0016887,GO:0051539
TU24381	
TU24386	GO:0004252,GO:0006508
TU24385	GO:0004252,GO:0006508
TU24383	GO:0004252,GO:0006508
TU24382	GO:0004252,GO:0006508
TU24384	GO:0004252,GO:0006508
TU24388	GO:0019901,GO:0040008,GO:0048477,GO:0061098
TU24389	
TU24387	GO:0019901,GO:0040008,GO:0048477,GO:0061098
TU24390	GO:0004252,GO:0006508,GO:0016021
TU24391	GO:0004984,GO:0005549,GO:0016021,GO:0050911
TU24392	
TU24394	GO:0009653,GO:0048468
TU24395	GO:0009653,GO:0048468
TU24396	GO:0009653,GO:0048468
TU24393	
TU24397	GO:0005929,GO:0016021,GO:0016616,GO:0051287,GO:0060271
TU24398	
TU24399	GO:0004477,GO:0004488,GO:0006730
TU24400	GO:0004477,GO:0004488,GO:0006730
TU24401	GO:0003723
TU24402	
TU24403	
TU24405	GO:0016021
TU24404	GO:0016021
TU24406	GO:0016021
TU24408	GO:0005737,GO:0046872
TU24407	GO:0005737,GO:0046872
TU24409	
TU24410	
TU24411	
TU24414	GO:0005049,GO:0005634,GO:0005737,GO:0006611,GO:0031267
TU24415	GO:0005049,GO:0005634,GO:0005737,GO:0006611,GO:0031267
TU24416	GO:0005049,GO:0005634,GO:0005737,GO:0006611,GO:0031267
TU24412	
TU24413	
TU24417	GO:0000786,GO:0003677,GO:0005634,GO:0005700,GO:0006334,GO:0006336,GO:0007140,GO:0030527,GO:0046982
TU24418	
TU24421	GO:0004814,GO:0005524,GO:0006420
TU24419	GO:0004814,GO:0005524,GO:0006420
TU24420	GO:0004814,GO:0005524,GO:0006420
TU24422	GO:0003735,GO:0005737,GO:0005840,GO:0006412
TU24423	GO:0005216,GO:0005515,GO:0034220,GO:0034703,GO:0050896
TU24424	GO:0000049,GO:0002161,GO:0004822,GO:0005524,GO:0006428,GO:0106074
TU24425	GO:0004540,GO:0004672,GO:0005488,GO:0016020,GO:0016070,GO:0030968
TU24429	
TU24430	
TU24428	
TU24426	GO:0004521,GO:0004674,GO:0004712,GO:0005524,GO:0006397,GO:0006468,GO:0016021,GO:0036498,GO:0051082,GO:0070059,GO:0090502,GO:0106310,GO:1990604
TU24427	GO:0004521,GO:0004674,GO:0004712,GO:0005524,GO:0006397,GO:0006468,GO:0016021,GO:0030968,GO:0090502,GO:0106310
TU24431	
TU24433	
TU24432	
TU24434	
TU24435	
TU24436	
TU24437	GO:0008168,GO:0032259
TU24438	GO:0005680,GO:0008270,GO:0016567,GO:0031145,GO:0045842,GO:0051301,GO:0061630,GO:0097602
TU24439	GO:0003677,GO:0003700,GO:0006355
TU24440	GO:0090729
TU24441	GO:0001732,GO:0003743,GO:0005852,GO:0016282,GO:0031369,GO:0033290
TU24442	
TU24443	GO:0008521,GO:0015295,GO:0015876,GO:0016021,GO:1902600
TU24444	
TU24445	GO:0008521,GO:0015876,GO:0016021
TU24448	
TU24447	
TU24446	GO:0016787
TU24449	
TU24450	
TU24451	
TU24452	GO:0051087
TU24454	
TU24453	
TU24456	GO:0005789,GO:0019439,GO:0033961
TU24457	GO:0005789,GO:0019439,GO:0033961
TU24459	
TU24455	GO:0005789,GO:0019439,GO:0033961
TU24458	GO:0005789,GO:0019439,GO:0033961
TU24460	
TU24461	
TU24462	
TU24464	GO:0015293,GO:0016021,GO:0055085
TU24465	
TU24463	GO:0015293,GO:0016021,GO:0055085
TU24466	
TU24472	
TU24470	
TU24471	
TU24473	
TU24474	
TU24475	
TU24481	GO:0046983
TU24476	GO:0046983
TU24477	GO:0046983
TU24478	GO:0046983
TU24479	GO:0046983
TU24480	GO:0046983
TU24483	GO:0046983
TU24486	GO:0046983
TU24468	
TU24467	
TU24469	
TU24484	
TU24485	GO:0046983
TU24482	GO:0046983
TU24487	
TU24488	
TU24489	
TU24490	
TU24491	
TU24492	
TU24493	
TU24494	
TU24497	
TU24496	GO:0004553,GO:0005975,GO:0016020
TU24495	GO:0004553,GO:0005975,GO:0016020
TU24499	
TU24498	
TU24500	
TU24501	GO:0016021
TU24502	GO:0016021
TU24503	GO:0016021
TU24504	GO:0003676
TU24506	
TU24505	
TU24507	
TU24508	GO:0005739,GO:0008033,GO:0008168,GO:0032259
TU24513	
TU24514	GO:0051179
TU24515	GO:0051179
TU24516	GO:0051179
TU24509	
TU24510	
TU24511	GO:0000938,GO:0005829,GO:0015031,GO:0042147
TU24512	
TU24517	
TU24518	
TU24519	
TU24520	
TU24521	GO:0000981,GO:0003677,GO:0005634,GO:0006357,GO:0048856
TU24522	GO:0005886,GO:0043069
TU24523	
TU24524	GO:0016020
TU24525	GO:0016020
TU24526	
TU24527	
TU24529	
TU24528	
TU24534	
TU24535	
TU24530	GO:0000165,GO:0004709,GO:0004712,GO:0005524,GO:0005737,GO:0046777,GO:0106310
TU24531	GO:0000165,GO:0004709,GO:0004712,GO:0005524,GO:0005737,GO:0046777,GO:0106310
TU24532	GO:0000165,GO:0004709,GO:0004712,GO:0005524,GO:0005737,GO:0046777,GO:0106310
TU24533	GO:0000165,GO:0004709,GO:0004712,GO:0005524,GO:0005737,GO:0046777,GO:0106310
TU24536	
TU24537	
TU24538	
TU24539	
TU24541	GO:0004867,GO:0005615
TU24540	GO:0004867,GO:0005615
TU24542	
TU24543	
TU24544	
TU24545	
TU24548	GO:0016491
TU24550	GO:0016491
TU24547	GO:0016491
TU24546	GO:0016491
TU24549	GO:0016491
TU24553	GO:0006470,GO:0008138
TU24555	GO:0003676
TU24554	GO:0006470,GO:0008138
TU24552	GO:0006470,GO:0008138
TU24551	GO:0006470,GO:0008138
TU24560	GO:0016409
TU24561	GO:0016409
TU24564	GO:0016409
TU24565	GO:0016409
TU24562	GO:0016409
TU24563	GO:0016409
TU24556	
TU24557	
TU24558	
TU24559	
TU24566	GO:0005515
TU24567	
TU24568	GO:0003676
TU24569	
TU24571	
TU24573	
TU24570	
TU24572	
TU24574	
TU24575	
TU24576	
TU24577	
TU24578	
TU24579	
TU24582	GO:0008194,GO:0016020
TU24588	GO:0008194
TU24585	GO:0008194
TU24586	GO:0008194
TU24580	
TU24584	GO:0008194
TU24583	GO:0008194
TU24587	GO:0008194
TU24581	
TU24589	
TU24590	
TU24593	GO:0005524,GO:0008559,GO:0016021,GO:0042908,GO:0055085
TU24591	GO:0005524,GO:0008559,GO:0016021,GO:0042908,GO:0055085
TU24594	
TU24592	GO:0005524,GO:0008559,GO:0016021,GO:0042908,GO:0055085
TU24595	
TU24596	GO:0005524,GO:0006139,GO:0019205
TU24597	GO:0005524,GO:0006139,GO:0019205
TU24598	GO:0004017,GO:0005524,GO:0005737,GO:0006139,GO:0046034
TU24600	GO:0004017,GO:0005524,GO:0005737,GO:0006139,GO:0046034
TU24599	GO:0004017,GO:0005524,GO:0005737,GO:0006139,GO:0046034
TU24602	
TU24603	
TU24601	
TU24604	GO:0003676
TU24605	
TU24606	
TU24607	
TU24608	
TU24609	
TU24610	
TU24611	GO:0003676,GO:0004523
TU24612	GO:0003676,GO:0004523
TU24614	GO:0000123
TU24613	
TU24615	GO:0004298,GO:0005634,GO:0010498,GO:0019774
TU24616	
TU24617	
TU24619	GO:0016021,GO:0030001,GO:0046873,GO:0055085
TU24620	GO:0016021,GO:0030001,GO:0046873,GO:0055085
TU24618	GO:0003723
TU24621	
TU24622	GO:0003677,GO:0003918,GO:0005524,GO:0005694,GO:0006259,GO:0042138
TU24623	
TU24624	GO:0000045,GO:0000422
TU24625	GO:0000045,GO:0000422
TU24626	GO:0003676
TU24627	GO:0003677,GO:0005524,GO:0005634,GO:0006355
TU24628	GO:0003677,GO:0005524,GO:0005634,GO:0006355
TU24630	GO:0003677,GO:0005524,GO:0005634,GO:0006355
TU24629	GO:0003677,GO:0005524,GO:0005634,GO:0006355
TU24631	
TU24632	
TU24633	
TU24634	
TU24635	
TU24636	
TU24637	
TU24639	
TU24638	
TU24640	GO:0000166,GO:0005737,GO:0006210,GO:0006212,GO:0017113,GO:0019483,GO:0046872,GO:0051539
TU24641	
TU24642	
TU24643	
TU24653	
TU24646	
TU24649	
TU24650	
TU24652	
TU24647	
TU24651	
TU24654	
TU24644	
TU24645	
TU24648	
TU24656	
TU24655	
TU24657	GO:0003676
TU24658	
TU24659	
TU24661	
TU24660	
TU24665	
TU24666	
TU24664	
TU24662	
TU24663	GO:0003950
TU24668	GO:0031514
TU24667	GO:0005814,GO:0019894,GO:0031514,GO:0036064,GO:0042073,GO:0097546,GO:0097730,GO:1905515
TU24669	GO:0031514
TU24670	
TU24671	
TU24672	GO:0016491
TU24673	GO:0016491
TU24674	
TU24675	
TU24676	
TU24684	GO:0005634,GO:0008270
TU24687	GO:0005634,GO:0008270
TU24678	
TU24677	
TU24679	
TU24683	
TU24686	
TU24680	
TU24681	
TU24682	
TU24685	
TU24690	
TU24689	GO:0005634,GO:0008270
TU24688	GO:0005634,GO:0008270
TU24691	
TU24692	
TU24693	
TU24694	
TU24695	
TU24696	GO:0005794
TU24697	GO:0005794
TU24698	GO:0005794
TU24699	GO:0005794
TU24700	GO:0005794
TU24701	
TU24709	
TU24702	GO:0003676
TU24703	
TU24704	
TU24705	
TU24706	
TU24707	
TU24708	
TU24710	
TU24711	
TU24712	
TU24713	
TU24714	GO:0005887,GO:0007158,GO:0009986,GO:0038023,GO:0042043,GO:0045211,GO:0048488,GO:0050804,GO:0097104,GO:0097105,GO:0098793
TU24716	
TU24715	
TU24717	
TU24719	GO:0016021
TU24720	
TU24718	
TU24721	GO:0005262,GO:0016020,GO:0070588
TU24723	GO:0005262,GO:0016021,GO:0070588
TU24722	GO:0005262,GO:0016021,GO:0070588
TU24724	
TU24725	GO:0016740,GO:0016787,GO:0044260,GO:0090304
TU24726	GO:0003824
TU24728	
TU24727	
TU24729	
TU24730	
TU24731	
TU24741	GO:0004497,GO:0005506,GO:0016705,GO:0020037
TU24740	GO:0004497,GO:0005506,GO:0016021,GO:0016705,GO:0020037
TU24732	
TU24736	GO:0004672,GO:0005524,GO:0006468,GO:0007154,GO:0009190,GO:0009975,GO:0016020,GO:0016849,GO:0023052,GO:0050896
TU24737	GO:0004672,GO:0005524,GO:0006468,GO:0007154,GO:0009190,GO:0009975,GO:0016020,GO:0016849,GO:0023052,GO:0050896
TU24738	GO:0004672,GO:0005524,GO:0006468,GO:0007154,GO:0009190,GO:0009975,GO:0016020,GO:0016849,GO:0023052,GO:0050896
TU24735	GO:0004672,GO:0005524,GO:0006468,GO:0007154,GO:0009190,GO:0009975,GO:0016020,GO:0016849,GO:0023052,GO:0050896
TU24733	GO:0004383,GO:0004672,GO:0005524,GO:0006182,GO:0006468,GO:0016021,GO:0035556
TU24742	
TU24734	
TU24739	
TU24743	GO:0003676,GO:0034645
TU24744	
TU24745	GO:0016020,GO:0044260
TU24747	
TU24746	
TU24749	
TU24748	
TU24750	
TU24753	
TU24751	GO:0005737
TU24752	GO:0005737
TU24754	
TU24755	
TU24759	GO:0004497,GO:0005506,GO:0016705,GO:0020037
TU24760	GO:0004497,GO:0005506,GO:0016705,GO:0020037
TU24757	GO:0004497,GO:0005506,GO:0016020,GO:0016705,GO:0020037
TU24758	GO:0004497,GO:0005506,GO:0016705,GO:0020037
TU24756	GO:0004497,GO:0005506,GO:0016020,GO:0016705,GO:0020037
TU24761	GO:0004497,GO:0005506,GO:0016021,GO:0016705,GO:0020037
TU24762	
TU24763	
TU24767	GO:0004674,GO:0016310,GO:0032555,GO:0043168
TU24764	GO:0004674,GO:0016310,GO:0032555,GO:0043168
TU24766	GO:0004674,GO:0016310,GO:0032555,GO:0043168
TU24768	GO:0004692,GO:0004712,GO:0005524,GO:0006468,GO:0030553,GO:0106310
TU24765	GO:0004692,GO:0004712,GO:0005524,GO:0006468,GO:0030553,GO:0106310
TU24769	
TU24770	
TU24771	
TU24772	
TU24773	GO:0005615,GO:0010506
TU24774	GO:0005615,GO:0010506
TU24775	GO:0005615,GO:0010506
TU24779	
TU24778	
TU24777	
TU24783	
TU24784	
TU24780	
TU24781	
TU24782	
TU24776	
TU24785	
TU24788	
TU24796	
TU24797	GO:0003676
TU24789	
TU24786	
TU24787	
TU24794	GO:0007157,GO:0007229,GO:0016021
TU24795	
TU24793	
TU24792	
TU24790	
TU24791	
TU24801	
TU24799	GO:0005509
TU24800	GO:0005509
TU24804	
TU24802	
TU24803	
TU24798	GO:0005509
TU24805	GO:0046983
TU24806	
TU24807	GO:0015276,GO:0016021,GO:0034220
TU24808	GO:0016021,GO:0052689
TU24811	GO:0016021,GO:0052689
TU24809	GO:0016021,GO:0052689
TU24810	GO:0016021,GO:0052689
TU24814	GO:0016021,GO:0052689
TU24816	GO:0016021,GO:0052689
TU24812	
TU24813	
TU24815	GO:0016021,GO:0052689
TU24818	GO:0005506,GO:0006541,GO:0010181,GO:0016040,GO:0050660,GO:0051538,GO:0097054
TU24817	GO:0005506,GO:0006541,GO:0010181,GO:0016040,GO:0050660,GO:0051538,GO:0097054
TU24819	GO:0005506,GO:0006541,GO:0010181,GO:0016040,GO:0050660,GO:0051538,GO:0097054
